busting				
gale	vendaval,ventania	/<span class="ipa dipa">ɡeɪl</span>/	[sound:6001-7000-cambridge-gale.mp3]	a very strong wind
fainted				
elements				
dried	passado e particípio passado de “dry”	/<span class="ipa dipa">drɑɪd</span>/	[sound:6001-7000-cambridge-dried.mp3]	past tense and past participle of dry
cape	cabo,capa		[sound:6001-7000-cambridge-cape.mp3]	a very large piece of land sticking out into the sea
allright				
allowing				
acknowledge	admitir,reconhecer,confirmar (recebimento de)	/<span class="ipa dipa">əkˈnɑ·lɪdʒ</span>/	[sound:6001-7000-cambridge-acknowledge.mp3]	to accept that something is true or exists
whiskey				
whacked	pregado,acabado,quebrado	/<span class="ipa dipa">wækt</span>/	[sound:6001-7000-cambridge-uswellw018.mp3]	very tired
toxic	tóxico	/<span class="ipa dipa">ˈtɑk·sɪk</span>/	[sound:6001-7000-cambridge-toxic.mp3]	poisonous
skating				
shepherd	pastor,-ora	/<span class="ipa dipa">ˈʃep·ərd</span>/	[sound:6001-7000-cambridge-shepherd.mp3]	someone whose job is to look after sheep
reliable	confiável,com segurança	/<span class="ipa dipa">rɪˈlɑɪ·ə·bəl</span>/	[sound:6001-7000-cambridge-reliable.mp3]	able to be trusted or believed
quicker				
penalty	multa,pênalti	/<span class="ipa dipa">ˈpen·<span class="sp dsp">ə</span>l·ti</span>/	[sound:6001-7000-cambridge-eus73474.mp3]	a punishment for doing something that is against a law or rule
panel	painel	/<span class="ipa dipa">ˈpæn·<span class="sp dsp">ə</span>l</span>/	[sound:6001-7000-cambridge-panel.mp3]	a flat piece of wood, metal, etc. that is the surface of a door, wall, etc.
overwhelming	incontrolável,esmagador,enorme	/<span class="ipa dipa">ˌoʊ.vɚ-</span>/	[sound:6001-7000-cambridge-usl30272.mp3]	difficult to fight against
nearby	perto,próximo	/<span class="ipa dipa">ˌnɪərˈbɑɪ</span>/	[sound:6001-7000-cambridge-nearby.mp3]	not far away
Mitchell				
lining	forro	/<span class="ipa dipa">ˈlɑɪ·nɪŋ</span>/	[sound:6001-7000-cambridge-lining.mp3]	a material that covers the inside of something
importance	importância	/<span class="ipa dipa">ɪmˈpɔr·t<span class="sp dsp">ə</span>ns</span>/	[sound:6001-7000-cambridge-importance.mp3]	how important someone or something is
ike				
harassing				
global	global	/<span class="ipa dipa">ˈɡloʊ·bəl</span>/	[sound:6001-7000-cambridge-global.mp3]	relating to the whole world
Fran				
fatal	mortal,fatal	/<span class="ipa dipa">ˈfeɪ·t̬<span class="sp dsp">ə</span>l</span>/	[sound:6001-7000-cambridge-fatal.mp3]	A fatal accident or illness makes someone die.
endless	interminável,sem fim,interminavelmente	/<span class="ipa dipa">ˈend·ləs</span>/	[sound:6001-7000-cambridge-endless.mp3]	never seeming to stop
elsewhere	em/para outro lugar	/<span class="ipa dipa">ˈelsˌhweər</span>/	[sound:6001-7000-cambridge-elsewhere.mp3]	in or to another place
dolls				
convict	condenar	/<span class="ipa dipa">kənˈvɪkt</span>/	[sound:6001-7000-cambridge-convict.mp3]	to decide officially in a court of law that someone has committed a crime
butler	mordomo	/<span class="ipa dipa">-lɚ</span>/	[sound:6001-7000-cambridge-butler.mp3]	the most important male servant in a house, usually responsible for organizing the other servants
bold	nítido,vivo,audaz,arrojado,atrevido,audaciosamente,atrevidamente,corajosamente,audácia,arrojo,atrevimento,impertinência	/<span class="ipa dipa">boʊld</span>/	[sound:6001-7000-cambridge-bold.mp3]	strong in colour or shape
ballet	balé	/<span class="ipa dipa">bæˈleɪ</span>/	[sound:6001-7000-cambridge-ballet.mp3]	a type of dancing that is done in a theatre and tells a story, usually with music
ñ				
whatcha				
unlikely	improvável,pouco provável	/<span class="ipa dipa">ʌnˈlɑɪk·li</span>/	[sound:6001-7000-cambridge-unlikely.mp3]	not expected to happen
spiritual	espiritual	/<span class="ipa dipa">ˈspɪr·ɪ·tʃu·əl</span>/	[sound:6001-7000-cambridge-spiritual.mp3]	relating to deep feelings and beliefs, especially religious beliefs
shutting				
separation	separação	/<span class="ipa dipa">ˌsep·əˈreɪ·ʃən</span>/	[sound:6001-7000-cambridge-eus74163.mp3]	the fact of people or things being separate
rusty	enferrujado,oxidado	/<span class="ipa dipa">ˈrʌs·ti</span>/	[sound:6001-7000-cambridge-rusty.mp3]	Rusty metal has rust (= an orange substance) on its surface.
recording	gravação	/<span class="ipa dipa">rɪˈkɔr·dɪŋ</span>/	[sound:6001-7000-cambridge-recording.mp3]	sounds or moving pictures that have been recorded, or the process of recording
positively	com otimismo	/<span class="ipa dipa">ˈpɑ·zə·t̬ɪv·li</span>/	[sound:6001-7000-cambridge-positively.mp3]	in a good way that makes you feel happier
overcome	superar,vencer	/<span class="ipa dipa">ˌoʊ·vərˈkʌm</span>/	[sound:6001-7000-cambridge-eus75398.mp3]	to deal with and control a problem or feeling
mount	aumentar	/<span class="ipa dipa">mɑʊnt</span>/	[sound:6001-7000-cambridge-mount.mp3]	to increase in amount or level
Michel				
method	método	/<span class="ipa dipa">ˈmeθ·əd</span>/	[sound:6001-7000-cambridge-method.mp3]	a way of doing something, often one that involves a system or plan
manual	manual,manualmente,à mão	/<span class="ipa dipa">ˈmæn·ju·əl</span>/	[sound:6001-7000-cambridge-manual.mp3]	using your hands
helmet	capacete	/<span class="ipa dipa">ˈhel·mət</span>/	[sound:6001-7000-cambridge-helmet.mp3]	a hard hat that protects your head
goddam				
failing	ponto fraco,debilitado,falido,fracassado		[sound:6001-7000-cambridge-failing.mp3]	a fault or weakness
essence	essência,ponto fundamental	/<span class="ipa dipa">ˈes·əns</span>/	[sound:6001-7000-cambridge-essence.mp3]	the basic or most important idea or quality of something
dose	dose	/<span class="ipa dipa">doʊs</span>/	[sound:6001-7000-cambridge-dose.mp3]	a measured amount of medicine that is taken
diagnosis	diagnóstico	/<span class="ipa dipa">ˌdɑɪ·əɡˈnoʊ·sɪs</span>/	[sound:6001-7000-cambridge-diagnosis.mp3]	a doctor’s opinion of what is wrong with someone who is sick
cured				
claiming				
bully	intimidar,tiranizar,ameaçar,ato de intimidar/ameaçar (principalmente na escola),agressor,-ora	/<span class="ipa dipa">ˈbʊl·i</span>/	[sound:6001-7000-cambridge-bully.mp3]	to try to frighten someone who is smaller or weaker
airline	companhia de aviação,linha aérea	/<span class="ipa dipa">ˈeərˌlɑɪn</span>/	[sound:6001-7000-cambridge-usairfa007.mp3]	a company that takes people and things to places in planes
ahold				
yearbook	anuário do colégio,anuário	/<span class="ipa dipa">ˈjɪr-</span>/	[sound:6001-7000-cambridge-uswwi__028.mp3]	a book published every year by a school, that gives information about the events and achievements of the previous year, and has pictures of the students
various	vários,diversos	/<span class="ipa dipa">ˈveər·i·əs</span>/	[sound:6001-7000-cambridge-various.mp3]	many different
triangle	triângulo,esquadro,triangular	/<span class="ipa dipa">ˈtrɑɪˌæŋ·ɡəl</span>/	[sound:6001-7000-cambridge-triangle.mp3]	a flat shape with three sides
tempting	tentador	/<span class="ipa dipa">ˈtemp·tɪŋ</span>/	[sound:6001-7000-cambridge-tempting.mp3]	Something that is tempting makes you want to have or do it.
shelf	estante,prateleira	/<span class="ipa dipa">ʃelf</span>/	[sound:6001-7000-cambridge-shelf.mp3]	a board used to put things on, often attached to a wall
Shawna				
rig	fraudar,armar,equipar,plataforma petrolífera,perfuratriz		[sound:6001-7000-cambridge-rig.mp3]	to arrange dishonestly for the result of something, for example an election, to be changed
pursuit	perseguição	/<span class="ipa dipa">pərˈsut</span>/	[sound:6001-7000-cambridge-pursuit.mp3]	the act of following someone or something to try to catch them
prosecution	processo criminal	/<span class="ipa dipa">ˌprɑ·səˈkju·ʃən</span>/	[sound:6001-7000-cambridge-prosecution.mp3]	the process of prosecuting someone
pouring				
possessed	possuir algo,possuído,endemoniado		[sound:6001-7000-cambridge-usporte020.mp3]	to own something or have something as a quality
partnership	parceria,participação	/<span class="ipa dipa">ˈpɑrt·nərˌʃɪp</span>/	[sound:6001-7000-cambridge-partnership.mp3]	a situation in which two people or organizations work together to achieve something
november	novembro	/<span class="ipa dipa">noʊˈvem·bər</span>/	[sound:6001-7000-cambridge-november.mp3]	the eleventh month of the year
Miguel's				
Lorenzo				
Lindsay'				
humble	humilde,humildemente	/<span class="ipa dipa">ˈhʌm·bəl</span>/	[sound:6001-7000-cambridge-humble.mp3]	not proud, or not believing that you are important
greedy	ávido,guloso,avarento,avidamente,gulosamente,avareza,gula,avidez	/<span class="ipa dipa">ˈɡri·di</span>/	[sound:6001-7000-cambridge-greedy.mp3]	wanting a lot more food, money, etc. than you need
countries				
wonders				
tsk				
thorough	completo,minucioso,perfeito	/<span class="ipa dipa">ˈθɜr·oʊ</span>, <span class="ipa dipa">ˈθʌr·oʊ</span>/	[sound:6001-7000-cambridge-thorough.mp3]	careful and covering every detail
spine	coluna vertebral	/<span class="ipa dipa">spɑɪn</span>/	[sound:6001-7000-cambridge-spine.mp3]	a long line of bones in a person’s or animal’s back
shotgun	espingarda	/<span class="ipa dipa">ˈʃɑːt-</span>/	[sound:6001-7000-cambridge-usshort005.mp3]	a long gun that fires a large number of small metal bullets at one time, designed for shooting birds and animals
reckless	imprudente,negligente,descuidado,temerário,imprudentemente,negligentemente	/<span class="ipa dipa">ˈrek·ləs</span>/	[sound:6001-7000-cambridge-reckless.mp3]	doing something dangerous and not caring about what might happen
Rath				
railroad				
psychiatric	psiquiátrico	/<span class="ipa dipa">ˌsɑɪ·kiˈæt·rɪk</span>/	[sound:6001-7000-cambridge-psychiatric.mp3]	relating to psychiatry
na				
meaningless	sem sentido		[sound:6001-7000-cambridge-meaningless.mp3]	having no meaning
latte				
Kong				
jammed	travado,trancado,lotado	/<span class="ipa dipa">dʒæmd</span>/	[sound:6001-7000-cambridge-jammed.mp3]	unable to move
ignored				
fiance	noivo	/<span class="ipa dipa">ˌfi·ɑnˈseɪ</span>, <span class="ipa dipa">fiˈɑn·seɪ</span>/	[sound:6001-7000-cambridge-fiance.mp3]	Your fiancé is the man that you are going to marry.
exposure	exposição,revelação,destaque,exposição prolongada ao frio,foto	/<span class="ipa dipa">-ˈspoʊ.ʒɚ</span>/	[sound:6001-7000-cambridge-exposure.mp3]	the fact of experiencing something or being affected by it because of being in a particular situation or place
exhibit	exposição,objeto em exposição,expor,exibir	/<span class="ipa dipa">ɪɡˈzɪb·ɪt</span>/,/<span class="ipa dipa">ɪɡˈzɪb·ət</span>/	[sound:6001-7000-cambridge-exhibit.mp3]	a special collection of things that is shown to the public
evidently	evidentemente	/<span class="ipa dipa">ˈev·ɪ·dənt·li</span>, <span class="ipa dipa">ˈev·ɪˌdent·li</span>/	[sound:6001-7000-cambridge-evidently.mp3]	in a way that is easy to see
duties				
contempt	desprezo,desdém	/<span class="ipa dipa">kənˈtempt</span>/	[sound:6001-7000-cambridge-contempt.mp3]	a strong feeling that you do not respect someone or something
compromised				
capacity	capacidade,aptidão,competência	/<span class="ipa dipa">kəˈpæs·ə·t̬i</span>/	[sound:6001-7000-cambridge-eus70693.mp3]	the largest amount that a container or building can hold
cans				
weekends				
urge	instar alguém a fazer algo,pedir com insistência que alguém faça algo,insistir que alguém faça algo,ímpeto,impulso,anseio,ânsia	/<span class="ipa dipa">ɜrdʒ</span>/	[sound:6001-7000-cambridge-urge.mp3]	to try to persuade someone to do something
thunder	trovão,trovejar	/<span class="ipa dipa">ˈθʌn·dər</span>/,/<span class="ipa dipa">ˈθʌn.dər</span>/	[sound:6001-7000-cambridge-thunder.mp3]	the loud noise in the sky that you hear during a storm
theft	furto	/<span class="ipa dipa">θeft</span>/	[sound:6001-7000-cambridge-theft.mp3]	the action or crime of stealing something
Sykes				
suing				
shipment	embarque		[sound:6001-7000-cambridge-shipment.mp3]	a large amount of goods sent together to a place, or the act of sending them
scissors	tesoura	/<span class="ipa dipa">ˈsɪz·ərz</span>/	[sound:6001-7000-cambridge-scissors.mp3]	a tool for cutting paper, hair, etc. that you hold in your hand and that has two blades
responding				
refuses				
proposition	proposta,proposição,fazer uma proposta indecorosa a	/<span class="ipa dipa">ˌprɑː.pə-</span>/	[sound:6001-7000-cambridge-proposition.mp3]	an offer or suggestion, usually in business
porter	carregador,-ora de malas	/<span class="ipa dipa">ˈpɔr·t̬ər</span>/	[sound:6001-7000-cambridge-eus73653.mp3]	someone whose job is to carry other people’s bags in hotels, stations, etc.
noises				
matching	combinando		[sound:6001-7000-cambridge-uscld00867.mp3]	having the same colour or pattern as something else
marine	marinho,fuzileiro naval		[sound:6001-7000-cambridge-eus72911.mp3]	related to the sea or sea transport
Mack				
Lulu				
located				
leon				
legacy	herança,legado		[sound:6001-7000-cambridge-legacy.mp3]	money or property that you receive from someone after they die
ink	tinta	/<span class="ipa dipa">ɪŋk</span>/	[sound:6001-7000-cambridge-ink.mp3]	a coloured liquid that you use for writing, printing, or drawing
hormones				
HIV				
hail	granizo,chuva de pedra,chover granizo	/<span class="ipa dipa">heɪl</span>/	[sound:6001-7000-cambridge-hail.mp3]	small, hard balls of ice that fall from the sky like rain
grandchildren				
godfather	padrinho	/<span class="ipa dipa">ˈɡɑdˌfɑ·ðər</span>/	[sound:6001-7000-cambridge-usb03169.mp3]	a man who is responsible for the moral and religious development of another person’s child
gently				
establish	fundar,estabelecer	/<span class="ipa dipa">ɪˈstæb·lɪʃ</span>/	[sound:6001-7000-cambridge-eus71656.mp3]	to start a company or organization that will continue for a long time
eastern	do leste,oriental	/<span class="ipa dipa">ˈi·stərn</span>/	[sound:6001-7000-cambridge-eastern.mp3]	in or from the east part of an area
darryl				
crane's				
contracts				
compound	composto	/<span class="ipa dipa">ˈkɑmˌpɑʊnd</span>/	[sound:6001-7000-cambridge-compound.mp3]	consisting of two or more parts
Buffy's				
worldwide	mundial,por todo o mundo	/<span class="ipa dipa">ˌwɜrldˈwɑɪd</span>/	[sound:6001-7000-cambridge-eus75033.mp3]	in all parts of the world
smashed				
sexually	sexualmente	/<span class="ipa dipa">ˈsek·ʃu·ə·li</span>/	[sound:6001-7000-cambridge-sexually.mp3]	in a way that relates to the activity of sex
sentimental	sentimental,sentimentalismo	/<span class="ipa dipa">ˌsen·t̬əˈmen·t̬<span class="sp dsp">ə</span>l</span>/	[sound:6001-7000-cambridge-eus74158.mp3]	showing feelings such as sympathy, love, etc., especially in a silly way
senor				
scored				
patient's				
nicest				
marketing	marketing,compras	/<span class="ipa dipa">ˈmɑːr.kɪ.t̬ɪŋ</span>/	[sound:6001-7000-cambridge-marketing.mp3]	a job that involves encouraging people to buy a product or service
manipulated				
jaw	mandíbula,maxilar,cair o queixo de alguém	/<span class="ipa dipa">dʒɔ</span>/	[sound:6001-7000-cambridge-jaw.mp3]	either of the two bones in your mouth that contain your teeth
intern	internar,médico,-a residente,estagiário,-a	/<span class="ipa dipa">-ˈtɝːn</span>/,/<span class="ipa dipa">-tɝːn</span>/	[sound:6001-7000-cambridge-intern.mp3]	to put someone in prison for political or military reasons, especially during a war
handcuffs	algemas	/<span class="ipa dipa">ˈhændˌkʌfs</span>/	[sound:6001-7000-cambridge-handcuffs.mp3]	two metal rings joined by a chain that are used for holding a prisoner’s hands together
Freddy				
framed				
errands				
entertaining	interessante,divertido	/<span class="ipa dipa">ˌen·t̬ərˈteɪ·nɪŋ</span>/	[sound:6001-7000-cambridge-entertaining.mp3]	interesting and helping someone to have an enjoyable time
discovery	descoberta	/<span class="ipa dipa">dɪˈskʌv·ər·i</span>/	[sound:6001-7000-cambridge-discovery.mp3]	finding something or someone for the first time
crib	berço	/<span class="ipa dipa">krɪb</span>/	[sound:6001-7000-cambridge-crib.mp3]	a bed with high sides for a baby
carriage	vagão,carruagem	/<span class="ipa dipa">ˈkær·ɪdʒ</span>/	[sound:6001-7000-cambridge-carriage.mp3]	one of the separate parts of a train where the people sit
barge	barcaça	/<span class="ipa dipa">bɑrdʒ</span>/	[sound:6001-7000-cambridge-barge.mp3]	a long, narrow boat with a flat bottom that is used to carry things
awards				
attending				
ambassador	embaixador,-ora	/<span class="ipa dipa">æmˈbæs·ə·dər</span>/	[sound:6001-7000-cambridge-ambassador.mp3]	an important person who officially represents his or her country in a different country
videos				
Thelma				
tab	aba,aro,cigarro,a conta		[sound:6001-7000-cambridge-tab.mp3]	a small piece of paper, metal, etc. that is attached to something larger and is used for giving information, fastening, opening, etc.
spends				
slipping				
seated	sentado	/<span class="ipa dipa">ˈsiː.t̬ɪd</span>/	[sound:6001-7000-cambridge-usseals017.mp3]	sitting
rubbing				
rely				
reject	rejeitar	/<span class="ipa dipa">rɪˈdʒekt</span>/	[sound:6001-7000-cambridge-reject.mp3]	to refuse to accept or agree with something
recommendation	recomendação	/<span class="ipa dipa">ˌrek·ə·mənˈdeɪ·ʃən</span>/	[sound:6001-7000-cambridge-recommendation.mp3]	a suggestion or advice that someone or something is good, right, or suitable for a particular purpose
reckon	pensar,crer,avaliar	/<span class="ipa dipa">ˈrek·ən</span>/	[sound:6001-7000-cambridge-reckon.mp3]	to think that something is probably true
ratings				
Pam				
McManus				
Klinger				
headaches				
Gil				
float	boiar,flutuar	/<span class="ipa dipa">floʊt</span>/	[sound:6001-7000-cambridge-float.mp3]	to stay on the surface of a liquid and not go under
embrace	abraçar,abraço	/<span class="ipa dipa">ɪmˈbreɪs</span>/	[sound:6001-7000-cambridge-eus75666.mp3]	to put your arms around someone
corners				
whining				
wa	forma abreviada de “Washington”			written abbreviation for the US state of Washington: used in addresses
turner				
sweating				
sole	único,planta do pé,sola	/<span class="ipa dipa">soʊl</span>/	[sound:6001-7000-cambridge-sole.mp3]	only
skipped				
rolf				
restore	restaurar	/<span class="ipa dipa">rɪˈstɔr</span>/	[sound:6001-7000-cambridge-restore.mp3]	to repair something old
receiving				
population	população	/<span class="ipa dipa">ˌpɑ·pjəˈleɪ·ʃən</span>/	[sound:6001-7000-cambridge-population.mp3]	the number of people living in a particular area
pep	PPE,profilaxia pós-exposição			abbreviation for post-exposure prophylaxis: treatment or actions taken to prevent harmful effects of a disease after someone has been exposed to (= risked infection by) the disease
olive	azeitona	/<span class="ipa dipa">ˈɑ·lɪv</span>/	[sound:6001-7000-cambridge-eus75196.mp3]	a small, green or black fruit that is eaten or used to produce oil
mountie	agente da Real Polícia Montada do Canadá	/<span class="ipa dipa">ˈmaʊn.t̬i</span>/	[sound:6001-7000-cambridge-eus73101.mp3]	a member of the Royal Canadian Mounted Police
motives				
mama's				
listens				
Korean				
jeep	jipe	/<span class="ipa dipa">dʒip</span>/	[sound:6001-7000-cambridge-jeep.mp3]	a brand name for a type of strong car with big wheels that is used for driving over rough ground
Hudson				
heroes				
heart's				
Cristobel				
controls				
cleaner	faxineiro,-a	/<span class="ipa dipa">ˈkli·nər</span>/	[sound:6001-7000-cambridge-cleaner.mp3]	someone whose job is to clean houses, offices, and other places
cheerleader	animador,-ora	/<span class="ipa dipa">ˈtʃɪrˌliː.dɚ</span>/	[sound:6001-7000-cambridge-cheerleader.mp3]	(especially in America) a person, usually a woman or girl, who leads the crowd in shouting encouragement and supporting a team at a sports event
Balsom				
au				
wooden	de madeira,de pau	/<span class="ipa dipa">ˈwʊd·<span class="sp dsp">ə</span>n</span>/	[sound:6001-7000-cambridge-wooden.mp3]	made of wood
unnecessary	desnecessário	/<span class="ipa dipa">ʌnˈnes·əˌser·i</span>/	[sound:6001-7000-cambridge-unnecessary.mp3]	not needed
stunning	maravilhoso,estonteante	/<span class="ipa dipa">ˈstʌn·ɪŋ</span>/	[sound:6001-7000-cambridge-stunning.mp3]	very beautiful
slim	magro,esbelto,emagrecer	/<span class="ipa dipa">slɪm</span>/	[sound:6001-7000-cambridge-slim.mp3]	Someone who is slim is thin in an attractive way.
shipping	navios,navegação,transporte,embarque		[sound:6001-7000-cambridge-shipping.mp3]	ships considered as a group
scent	perfume,fragrância	/<span class="ipa dipa">sent</span>/	[sound:6001-7000-cambridge-cent.mp3]	a nice smell
santa's				
quest	busca		[sound:6001-7000-cambridge-quest.mp3]	a long search for something that is difficult to find, or an attempt to achieve something difficult
Quartermaine				
praise	elogiar,elogio	/<span class="ipa dipa">preɪz</span>/	[sound:6001-7000-cambridge-praise.mp3]	to say that someone or something is very good
pose	apresentar,fazer uma pergunta,posar,fazer pose,pose	/<span class="ipa dipa">poʊz</span>/	[sound:6001-7000-cambridge-pose.mp3]	to cause something, especially a problem or difficulty
Montega				
luxury	luxo	/<span class="ipa dipa">ˈlʌk·ʃər·i</span>, <span class="ipa dipa">ˈlʌɡ·ʒər·i</span>/	[sound:6001-7000-cambridge-luxury.mp3]	very expensive and beautiful things
loosen	soltar(-se)	/<span class="ipa dipa">ˈlu·sən</span>/	[sound:6001-7000-cambridge-loosen.mp3]	to become loose or make something loose
Kyle's				
Keri's				
Janice				
info	informação,informações	/<span class="ipa dipa">-foʊ</span>/	[sound:6001-7000-cambridge-info.mp3]	informal for  information 
hum	cantar com os lábios fechados,zunir,zumbido	/<span class="ipa dipa">hʌm</span>/	[sound:6001-7000-cambridge-hum.mp3]	to sing without opening your mouth
hottest				
haunt	assombrar,atormentar	/<span class="ipa dipa">hɔnt</span>/	[sound:6001-7000-cambridge-haunt.mp3]	If a ghost haunts a place, it appears there often.
Hastings				
gracious	amável,amavelmente	/<span class="ipa dipa">ˈɡreɪ·ʃəs</span>/	[sound:6001-7000-cambridge-gracious.mp3]	behaving in a pleasant and polite way
git	canalha	/<span class="ipa dipa">ɡɪt</span>/	[sound:6001-7000-cambridge-cald4us1002.mp3]	a person, especially a man, who is stupid or unpleasant
forgiving				
fleet	frota,esquadra	/<span class="ipa dipa">flit</span>/	[sound:6001-7000-cambridge-fleet.mp3]	a group of ships
errand	serviço,incumbência,compra	/<span class="ipa dipa">ˈer·ənd</span>/	[sound:6001-7000-cambridge-errand.mp3]	a short journey to a place such as a shop to buy or do something for yourself or someone else
emperor	imperador	/<span class="ipa dipa">ˈem·pər·ər</span>/	[sound:6001-7000-cambridge-emperor.mp3]	a male ruler of an empire (= a group of countries that is ruled by one person or government)
Doris				
cakes				
blames				
Beverly				
abortion	aborto	/<span class="ipa dipa">əˈbɔr·ʃən</span>/	[sound:6001-7000-cambridge-abortion.mp3]	a medical operation to end a pregnancy
worship	adorar,venerar,cultuar,culto	/<span class="ipa dipa">ˈwɜr·ʃɪp</span>/	[sound:6001-7000-cambridge-worship.mp3]	to show respect for a god by saying prayers
theories				
strict	rígido,severo,austero,rigoroso	/<span class="ipa dipa">strɪkt</span>/	[sound:6001-7000-cambridge-strict.mp3]	A strict person makes sure that children or people working for them behave well, and does not allow them to break any rules.
sketch	esboço,esboçar	/<span class="ipa dipa">sketʃ</span>/	[sound:6001-7000-cambridge-sketch.mp3]	a simple picture that you draw quickly
shifts				
Sebastian				
plotting				
physician	médico,-a		[sound:6001-7000-cambridge-physician.mp3]	a medical doctor, especially one who has general skill and is not a surgeon
perimeter	perímetro	/<span class="ipa dipa">-ˈrɪm.ə.t̬ɚ</span>/	[sound:6001-7000-cambridge-eus73503.mp3]	the outer edge of an area of land or the border around it
passage	passagem	/<span class="ipa dipa">ˈpæs·ɪdʒ</span>/	[sound:6001-7000-cambridge-passage.mp3]	a long, thin space that connects one place to another
pals				
Mick				
mere	mero,simples,não mais do que	/<span class="ipa dipa">mɪər</span>/	[sound:6001-7000-cambridge-mere.mp3]	used to emphasize that something is not large or important
meg	megabyte	/<span class="ipa dipa">meɡ</span>/	[sound:6001-7000-cambridge-usa31293.mp3]	informal for megabyte: used when talking about how much information a computer can store
mattered				
Lonigan				
longest				
jews				
interference	intromissão,interferência	/<span class="ipa dipa">ˌɪn·t̬ərˈfɪər·əns</span>/	[sound:6001-7000-cambridge-eus72502.mp3]	attempts to interfere in a situation
Hong				
Hamilton				
grease	graxa,gordura	/<span class="ipa dipa">ɡris</span>/	[sound:6001-7000-cambridge-grease.mp3]	a substance such as oil or fat
Gavin				
eyewitness	testemunha		[sound:6001-7000-cambridge-eyewitness.mp3]	a person who saw something happen, for example, a crime or an accident
enthusiasm	entusiasmo	/<span class="ipa dipa">ɪnˈθu·ziˌæz·əm</span>/	[sound:6001-7000-cambridge-eus71572.mp3]	a feeling of interest and excitement about something
encounter	encontrar,deparar-se com	/<span class="ipa dipa">ɪnˈkɑʊn·t̬ər</span>/	[sound:6001-7000-cambridge-eus71529.mp3]	to experience something unpleasant
diapers				
Craig's				
artists				
Alec				
strongest				
shaken	particípio passado de “shake”	/<span class="ipa dipa">ˈʃeɪ·kən</span>/	[sound:6001-7000-cambridge-shaken.mp3]	past participle of shake
serves				
punched				
projects				
portal	portal	/<span class="ipa dipa">ˈpɔːr.t̬<span class="sp dsp">ə</span>l</span>/	[sound:6001-7000-cambridge-portal.mp3]	a page on the internet that allows people to get useful information, such as news and weather, and to find other websites
outer	externo	/<span class="ipa dipa">ˈɑʊ·t̬ər</span>/	[sound:6001-7000-cambridge-eus75341.mp3]	on the edge or surface of something
nazi	nazista		[sound:6001-7000-cambridge-nazi.mp3]	a member of the National Socialist (German Workers’) Party, led by Adolf Hitler, which controlled Germany from 1933 to 1945
Monte				
jewels				
Hal's				
concrete	concreto,concretar,cobrir com concreto	/<span class="ipa dipa">ˈkɑn·krit</span>/	[sound:6001-7000-cambridge-concrete.mp3]	a wet mixture that is used in building and that becomes hard when it dries
Columbia				
colleagues				
catches				
carrot	cenoura	/<span class="ipa dipa">ˈkær·ət</span>/	[sound:6001-7000-cambridge-carat.mp3]	a long, thin, orange vegetable that grows in the ground
bearing	orientar-se,achar o rumo,desorientar-se,perder o rumo,rumo,porte,conduta	/<span class="ipa dipa">ˈber.ɪŋ</span>/	[sound:6001-7000-cambridge-bearing.mp3]	to discover your exact position
backyard	quintal	/<span class="ipa dipa">ˌbækˈjɑrd</span>/	[sound:6001-7000-cambridge-cus00136.mp3]	the area behind a house
academic	acadêmico,academicamente,-a	/<span class="ipa dipa">ˌæk·əˈdem·ɪk</span>/	[sound:6001-7000-cambridge-academic.mp3]	related to education, schools, universities, etc.
winds				
whisper	sussurrar,cochichar,falar/dizer em voz baixa,sussurro	/<span class="ipa dipa">ˈhwɪs·pər</span>/	[sound:6001-7000-cambridge-whisper.mp3]	to speak very quietly so that other people cannot hear
volume	volume,tomo	/<span class="ipa dipa">ˈvɑl·jum</span>, <span class="ipa dipa">ˈvɑl·jəm</span>/	[sound:6001-7000-cambridge-volume.mp3]	the level of sound made by a television, radio, etc.
terrorists				
Serena				
September				
sabotage	sabotar,sabotagem	/<span class="ipa dipa">ˈsæb·əˌtɑʒ</span>/	[sound:6001-7000-cambridge-sabotage.mp3]	to damage or destroy something in order to prevent an enemy from using it
pope	papa	/<span class="ipa dipa">poʊp</span>/	[sound:6001-7000-cambridge-pope.mp3]	the leader of the Roman Catholic Church
pea	ervilha	/<span class="ipa dipa">pi</span>/	[sound:6001-7000-cambridge-p.mp3]	a small, round, green seed that people eat as a vegetable
organs				
needy	carente,necessitado	/<span class="ipa dipa">ˈni·di</span>/	[sound:6001-7000-cambridge-needy.mp3]	Needy people do not have enough money.
mock	gozar de,caçoar de,zombar de	/<span class="ipa dipa">mɑk</span>/	[sound:6001-7000-cambridge-mock.mp3]	to laugh at someone in a way that is not kind
mentor	mentor,-ora,treinar	/<span class="ipa dipa">-tɔːr</span>/	[sound:6001-7000-cambridge-mentor.mp3]	a person who gives a younger or less experienced person help and advice over a period of time, especially at work or school
measures				
Marvin				
listed				
lex				
Kenyon				
January				
Illinois				
Forman				
cuff	punho,barra da calça virada,dar um tapa em	/<span class="ipa dipa">kʌf</span>/	[sound:6001-7000-cambridge-cuff.mp3]	the bottom part of a sleeve that goes around your wrist
civilization	civilização	/<span class="ipa dipa">ˌsɪv·ə·ləˈzeɪ·ʃən</span>/	[sound:6001-7000-cambridge-civilization.mp3]	the way that people live together, with laws to control their behaviour, education, and a government
Caribbean				
