poop	<u><b>poop</b></u>:cheque,popa. <u><b>to poop</b></u>:quebrar-se sobre a popa.	1. solid waste from the body. <BR>2. to be very tired. <BR>3. to pass solid waste from the body.	"01.  <font color=""#00aaff""><u>(of a wave)</font></u> to break over the stern of <font color=""#00aaff""><u>(a ship)</font></u>.<BR>02.  <font color=""#00aaff""><u>(tr; usually passive)</font></u> to cause to become exhausted; tire.<BR>09.  To break over the stern of <font color=""#00aaff""><u>(a ship)</font></u>. Used of a wave.<BR>13. 1 To take <font color=""#00aaff""><u>(a wave)</font></u> over the stern."		(3)tombadilho,cocô	(797)cocô	cocô		cocô,pregado,acabado,quebrado,fazer cocô																																					[sound:8001-9000/cambridge/8001-9000-cambridge-poop.mp3]				(pup)	puːp						"<span class=""ipa dipa"">puːp</span>"																	
poke	<u><b>poke</b></u>:saco,sacola,soco,murro. <u><b>to poke</b></u>:cutucar. <u><b>to poke</b></u>:furar,esmurrar,impelir,intrometer-se.	1. to quickly push your finger or other pointed object into someone or something.	"01.  <font color=""#00aaff""><u>(Clothing & Fashion)</font></u> Also called.<BR>02.  <font color=""#00aaff""><u>(Clothing & Fashion)</font></u> the brim itself.<BR>03.  <font color=""#00aaff""><u>(tr)</font></u> to make <font color=""#00aaff""><u>(a hole, opening, etc)</font></u> by or as by poking."		(3)cotovelada,cutucar	(53)picar,(69)cutucar	picar,cutucar		cutucar	<b>poke</b>  <b>1.</b> espetar <b>2.</b> fazer um buraco <b>3.</b> projetar(-se)  cotovelada																																				[sound:8001-9000/cambridge/8001-9000-cambridge-poke.mp3]				(poʊk)	pəʊk						"<span class=""ipa dipa"">poʊk</span>"																	
pickup	<u><b>pickup</b></u>:tônico. <u><b>pickup</b></u>:coleta,caminhonete,recibo,toca-discos,encontro casual.	1. an increase or improvement. <BR>2. a  pickup truck .		"02.  The power of a vehicle to accelerate <font color=""#00aaff""><u>(=go faster)</font></u> quickly."	(1)melhora,(1)aceleração,(1)camioneta,pegar	(172)recolha,(251)captador,(269)carrinha,(139)caminhonete	recolha,captador		aumento,picape,carrinha de caixa aberta																																					[sound:8001-9000/cambridge/8001-9000-cambridge-uspicca006.mp3]				(ˈpɪkˌʌp)	ˈpɪkʌp																							
nutty	<u><b>nutty</b></u>:louco,de nozes.	1. crazy. <BR>2. Something nutty tastes of nuts.			(2)amalucado,maluco,(2)agradável	(58)louco,(72)noz,(55)maluco	maluco		doido,pirado,com sabor de nozes/castanhas	<b>nutty</b>  <b>1.</b> de nozes <b>2.</b> maluco																																				[sound:8001-9000/cambridge/8001-9000-cambridge-eus73284.mp3]				(ˈnʌt i)	ˈnʌtɪ						"<span class=""ipa dipa"">ˈnʌt̬·i</span>"																	
mend	<u><b>mend</b></u>:emenda,correção,melhoria,conserto. <u><b>to mend</b></u>:consertar,emendar,remendar,cerzir.	1. to repair cloth that is torn or something that is damaged. <BR>2. to repair something that is broken or not working correctly. <BR>3. If you are on the mend, your health is improving after an illness.	"01.  <font color=""#00aaff""><u>(intr)</font></u> to heal or recover.<BR>02.  <font color=""#00aaff""><u>(tr)</font></u> to repair <font color=""#00aaff""><u>(something broken or unserviceable)</font></u>."		(3)consertar,emendar,(3)reparar	(284)consertar	emendar,remendar,consertar,reparar		consertar,remendar,reparar,ir melhorando	<b>mend</b>  <b>1.</b>  consertar <b>2.</b>  recuperar  remendo																																				[sound:8001-9000/cambridge/8001-9000-cambridge-mend.mp3]				(mɛnd)	mend						"<span class=""ipa dipa"">mend</span>"																	
menace	<u><b>menace</b></u>:ameaça. <u><b>to menace</b></u>:ameaçar.	1. something that is likely to cause harm. <BR>2. a dangerous quality that makes you think someone is going to do something bad. <BR>3. a person, especially a child, who is very annoying. <BR>4. If someone or something menaces a person or thing, he, she, or it threatens seriously to harm it.			(3)ameaçar,ameaça	(915)ameaça	ameaçar,ameaça		ameaça,chatice,ameaçar	<b>menace</b>  <b>1.</b>  perigo <b>2.</b> ameaça  ameaçar																																				[sound:8001-9000/cambridge/8001-9000-cambridge-menace.mp3]				(ˈmɛn ɪs)	ˈmenɪs																							
fingernails	<u><b>fingernails</b></u>:unhas.		"01.  Print. Informal. parenthesis <font color=""#00aaff""><u>(def. 1)</font></u>."		unhas	(569)unhas																																												(ˈfɪŋ gərˌneɪl)	fɪŋgəˈneɪlz,fɪŋgəˈneɪl																							
bass	<u><b>bass</b></u>:som grave,baixo,contrabaixo,robalo. <u><b>bass</b></u>:baixo,grave.	1. producing low musical notes. <BR>2. a man who sings with a very low voice.	"01.  <font color=""#00aaff""><u>(Angling)</font></u> Also called.<BR>02.  <font color=""#00aaff""><u>(Animals)</font></u> the European perch. See perch2<BR>03.  <font color=""#00aaff""><u>(Botany)</font></u> another name for bast<BR>04.  <font color=""#00aaff""><u>(Music, other)</font></u> a singer with such a voice.<BR>05.  <font color=""#00aaff""><u>(Plants)</font></u> short for basswood."		graves,(3)baixo	(4891)baixo	baixo,grave		baixo,grave	<b>bass</b> <b>rare</b>																																		[sound:8001-9000/howjsay/8001-9000-howjsay-bass.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-base.mp3]				(beɪs)	beɪs						"<span class=""ipa dipa"">beɪs</span>"																	
baking	<u><b>baking</b></u>:cozimento. <u><b>baking</b></u>:assando. <u><b>baking</b></u>:escaldante.		"01.  <font color=""#00aaff""><u>(Cookery)</font></u> the bread, cakes, etc, cooked at one time.<BR>03.  To cook <font color=""#00aaff""><u>(food)</font></u> with dry heat, especially in an oven."		cozimento	(134)assar,(101)cozinhar,(113)panificação,(206)cozimento	assar,cozinhar,panificação,cozimento			<b>baking</b>   panificação																																		[sound:8001-9000/howjsay/8001-9000-howjsay-baking.mp3]							ˈbeɪkɪŋ,beɪk																							
whine	<u><b>whine</b></u>:lamúria,zumbido,ganido,gemido,queixa. <u><b>to whine</b></u>:choramingar,lamentar-se,queixar-se.	1. to complain in an annoying way.			(2)choramingar,(2)lamuriar,(2)ganir,(2)gemer	(44)choramingar,(33)reclamar,(47)lamentar,(21)chorar	lamentar		queixar-se,lamentar-se,lamuriar	<b>whine</b>  <b>1.</b> gemer <b>2.</b> gemido <b>3.</b> queixar-se  gemido																																		[sound:8001-9000/howjsay/8001-9000-howjsay-whine.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-whine.mp3]				(ʰwaɪn, waɪn)	waɪn						"<span class=""ipa dipa"">hwɑɪn</span>"																	
utter	<u><b>utter</b></u>:desqualificado,absoluto. <u><b>to utter</b></u>:proferir,expressar,falar.	1. complete. <BR>2. to say something.	"01.  <font color=""#00aaff""><u>(tr)</font></u> to make publicly known; publish.<BR>03.  To articulate <font color=""#00aaff""><u>(words)</font></u>; pronounce or speak.<BR>04.  To emit <font color=""#00aaff""><u>(cries, notes, etc.)</font></u> with the voice.<BR>05.  To give audible expression to <font color=""#00aaff""><u>(something)</font></u>.<BR>06.  To give forth <font color=""#00aaff""><u>(a sound)</font></u> otherwise than with the voice."		(3)total,(3)proferir,(3)pronunciar,(3)absoluto	(377)total,(127)proferir,(208)completo,(279)absoluto	pronunciar,proferir,absoluto		total,absoluto,pronunciar,emitir	<b>utter</b>    emitir																																		[sound:8001-9000/howjsay/8001-9000-howjsay-utter.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-utter.mp3]				(ˈʌt ər)	ˈʌtə						"<span class=""ipa dipa"">ˈʌt̬·ər</span>"																	
thug	<u><b>thug</b></u>:brutamontes. <u><b>thug</b></u>:asselvajado	1. a bad person who behaves violently.			bandido	(326)bandido	bandido		bandido	<b>thug</b>  brutamontes																																		[sound:8001-9000/howjsay/8001-9000-howjsay-thug.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-thug.mp3]				(θʌg)	θʌg						"<span class=""ipa dipa"">θʌɡ</span>"																	
strap	<u><b>strap</b></u>:correia,tira,alça,cinta. <u><b>to strap</b></u>:chicotear.	1. a thin piece of material used to fasten two things together or to carry something. <BR>2. to fasten something using a strap.	"04.  To sharpen <font color=""#00aaff""><u>(a razor, for example)</font></u>."		(3)cinta,(3)correia,(3)alça	(209)cinta,(257)correia,(265)pulseira,(298)alça	cinta,correia,pulseira,alça		alça,correia,prender com correia	<b>strap</b>  <b>1.</b>      correia <b>2.</b>  tira																																		[sound:8001-9000/howjsay/8001-9000-howjsay-strap.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-strap.mp3]				(stræp)	stræp						"<span class=""ipa dipa"">stræp</span>"																	
starved	<u><b>starved</b></u>:faminto,morto de fome.	1. very hungry.			faminto	(80)faminto,(50)esfomeado			faminto,morto de fome																																			[sound:8001-9000/howjsay/8001-9000-howjsay-starved.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-uscld01397.mp3]					stɑːv						"<span class=""ipa dipa"">stɑːrvd</span>"																	
sniffing	<u><b>sniffing</b></u>:farejador.				(3)farejar,cheirando	(179)cheirar	cheirar,farejar																																					[sound:8001-9000/howjsay/8001-9000-howjsay-sniffing.mp3]							ˈsnɪfɪŋ,snɪf																							
rated	<u><b>rated</b></u>:categorizado,cotado.				avaliado	(763)nominal																																						[sound:8001-9000/howjsay/8001-9000-howjsay-rated.mp3]							ˈreɪtɪd,reɪt																							
picket	<u><b>picket</b></u>:estaca,sentinela,piquete,piqueteiro. <u><b>to picket</b></u>:cercar com estacas.	1. a person who stands outside a building in order to show his or her anger about something and to try to stop people going inside. <BR>2. to stand outside a building in order to show your anger about something and to try to stop people going inside.	"01.  <font color=""#00aaff""><u>(Military)</font></u> Also."		piquete	(128)piquete	piquete		piquete,fazer piquetes em																																			[sound:8001-9000/howjsay/8001-9000-howjsay-picket.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-picket.mp3]				(ˈpɪk ɪt)	ˈpɪkɪt						"<span class=""ipa dipa"">ˈpɪk·ɪt</span>"																	
mines	<u><b>mines</b></u>:minas.		"01.  <font color=""#00aaff""><u>(Mining & Quarrying)</font></u> any deposit of ore or minerals."		minas	(5264)minas																																						[sound:8001-9000/howjsay/8001-9000-howjsay-mines.mp3]						(maɪn)	maɪn,maɪnz																							
jumbo	<u><b>jumbo</b></u>:jumbo.	1. extremely large.	"01.  <font color=""#00aaff""><u>(Aeronautics)</font></u> See jumbo jet.<BR>03.  <font color=""#00aaff""><u>Informal </font></u>a. a very large person or thingb. <font color=""#00aaff""><u>(as modifier)</font></u>."		(2)colosso	(29)gigante			gigante																																			[sound:8001-9000/howjsay/8001-9000-howjsay-jumbo.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-jumbo.mp3]				(ˈdʒʌm boʊ)							"<span class=""ipa dipa"">-boʊ</span>"																	
flipping	<u><b>flipping</b></u>:demais. <u><b>flipping</b></u>:maldito.				(2)sacudir,lançando	(50)virar,(20)lançar,(25)virando,(93)lançando	sacudir,virar											01. used as a mild swear word by some people to emphasize something or to show that they are annoyed								"01. <font color=""#c7c7c7""><i>used as a mild swear word by some people to emphasize something or to show that they are annoyed</i></font><br><font color=""#c7c7c7""><i>usado como um palavrão suave por algumas pessoas para enfatizar algo ou para mostrar que eles estão irritados</i></font><br><b>""I hate this <font color=""#ff0000"">flipping</font> hotel!""</b><br><i>""Odeio este hotel!""</i><br><br><b>""<font color=""#ff0000"">Flipping</font> kids!""</b><br><i>""Crianças a virar!""</i><br><br><b>""It's <font color=""#ff0000"">flipping</font> cold today!""</b><br><i>""Está um frio de Rachar hoje!""</i><br>"																		[sound:8001-9000/howjsay/8001-9000-howjsay-flipping.mp3]							flɪp																							
flea	<u><b>flea</b></u>:pulga.	1. a small, jumping insect that lives on animals or people and drinks their blood.			pulga	(272)pulga			pulga	<b>flea</b>  pulga																																		[sound:8001-9000/howjsay/8001-9000-howjsay-flea.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-flea.mp3]				(fli)	fliː						"<span class=""ipa dipa"">fli</span>"																	
flatter	<u><b>to flatter</b></u>:elogiar,bajular,lisonjear.	1. to say nice things to someone to please them, or because you want something from that person. <BR>2. to feel very pleased and proud.			(3)lisonjear,(3)embelezar,(3)bajular	(90)lisonjear	lisonjear,embelezar,bajular		bajular,adular,ficar lisonjeado	<b>flatter</b>  <b>1.</b> adular <b>2.</b>   favorecer <b>3.</b> gabar-se																																		[sound:8001-9000/howjsay/8001-9000-howjsay-flatter.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-flatter.mp3]				(ˈflæt ər)	ˈflætə						"<span class=""ipa dipa"">ˈflæt̬·ər</span>"																	
dumpster	<u><b>dumpster</b></u>:depósito de lixo,caçamba	1. a brand name for a large metal container into which people put unwanted objects or building or garden waste, and which is brought to and taken away from a place by a special truck when people ask for it.			deposito de lixo	(408)lixeira			contentor de lixo																																			[sound:8001-9000/howjsay/8001-9000-howjsay-dumpster.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-dumpster.mp3]				(ˈdʌmp stər)	ˈdʌmpstər						"<span class=""ipa dipa"">-stɚ</span>"																	
dent	<u><b>dent</b></u>:logro,mossa,entalhe,reentrância,amassado. <u><b>to dent</b></u>:dentear,fazer dentes,amassar,abalar. <u><b>to dent</b></u>:amolgar.	1. an area in a hard surface that has been hit and pushed inward. <BR>2. to push an area of a hard surface inward by hitting it with something. <BR>3. to reduce someone’s confidence or positive feelings about something.			dente	(68)amassar,(32)amolgadela,(97)mossa,(44)dente	mossa,amolgadela,dente		depressão,afundar,amassar,abalar,reduzir	<b>dent</b>  amassado  amassar																																		[sound:8001-9000/howjsay/8001-9000-howjsay-dent.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-dent.mp3]				(dɛnt)	dent						"<span class=""ipa dipa"">dent</span>"																	
advisor	<u><b>advisor</b></u>:conselheiro,orientadora.				orientador,(3)assessor	(1386)conselheiro	orientador,conselheiro,assessor			<b>advisor</b>  consultor																																		[sound:8001-9000/howjsay/8001-9000-howjsay-advisor.mp3]							ədˈvaɪzə																							
vile	<u><b>vile</b></u>:vil,baixo,feio,hediondo,torpe.	1. unpleasant, immoral, and unacceptable. <BR>2. extremely unpleasant.			(3)vil	(707)vil	vil		vil,horrível	<b>vile</b>  vil																																		[sound:8001-9000/howjsay/8001-9000-howjsay-vile.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-vile.mp3]				(vaɪl)	vaɪl																							
unreasonable	<u><b>unreasonable</b></u>:insensato.	1. not fair or not reasonable.			(3)irracional	(288)razoável,(263)irracional	razoável,insensato,irracional		insensato,irrazoável	<b>unreasonable</b>  <b>1.</b> desapropriado <b>2.</b> excessivo																																		[sound:8001-9000/howjsay/8001-9000-howjsay-unreasonable.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-unreasonable.mp3]				(ʌnˈri zə nə bəl, -ˈriz nə-)	ʌnˈriːznəbl						"<span class=""ipa dipa"">ʌnˈri·zə·nə·bəl</span>"																	
tossing	<u><b>tossing</b></u>:balanço.				(3)irracional	(45)atirar,(23)lançar,(50)jogando,(37)jogar	atirar,lançar,jogar																																					[sound:8001-9000/howjsay/8001-9000-howjsay-tossing.mp3]							tɒs																							
steals			"01.  <font color=""#00aaff""><u>(tr)</font></u> to obtain surreptitiously."		rouba	(1045)rouba																																						[sound:8001-9000/howjsay/8001-9000-howjsay-steals.mp3]						(stil)	stiːl																							
souvenir	<u><b>souvenir</b></u>:lembrança	1. something that you buy or keep to remember a special time or holiday.			lembrança	(733)lembrança,(395)recordação	lembrança,recordação,suvenir		recordação,lembrança,suvenir	<b>souvenir</b>  recordação																																		[sound:8001-9000/howjsay/8001-9000-howjsay-souvenir.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-souvenir.mp3]				(ˌsu vəˈnɪər, ˈsu vəˌnɪər)	ˈsuːvənɪə						"<span class=""ipa dipa"">ˌsu·vəˈnɪər</span>"																	
screening	<u><b>screening</b></u>:triagem,seleção,peneiração,projeção.	1. a showing of a film. <BR>2. a test or examination to discover if there is anything wrong with someone.			(2)blindagem,triagem	(942)rastreio,(733)rastreamento,(805)triagem	triagem,rastreio		exibição,rastreamento,triagem																																			[sound:8001-9000/howjsay/8001-9000-howjsay-screening.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-usscrap011.mp3]				(ˈskri nɪŋ)	ˈskriːnɪŋ						"<span class=""ipa dipa"">ˈskriː.nɪŋ</span>"																	
scratched	<u><b>scratched</b></u>:arranhado,riscado.		"11.  To rub or scrape <font color=""#00aaff""><u>(the skin)</font></u> to relieve itching."		arranhado	(168)arranhou,(113)riscado,(192)arranhado	arranhado																																					[sound:8001-9000/howjsay/8001-9000-howjsay-scratched.mp3]						(skrætʃ)	skræʧ																							
obey	<u><b>to obey</b></u>:obedecer. <u><b>to obey</b></u>:cumprir	1. to do what someone tells you to do.	"01.  To carry out or comply with <font color=""#00aaff""><u>(a command, for example)</font></u>."		(3)obedecer	(4482)obedecer	obedecer		obedecer (a)																																			[sound:8001-9000/howjsay/8001-9000-howjsay-obey.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-eus75090.mp3]				(oʊˈbeɪ)	əˈbeɪ						"<span class=""ipa dipa"">oʊˈbeɪ</span>"																	
lump	<u><b>lump</b></u>:nó,pedaço,massa,bocado,tablete,torrão,protuberância,calombo,galo,caroço. <u><b>to lump</b></u>:amontoar.	1. a bit of something solid with no particular shape.	"01.  <font color=""#00aaff""><u>(Pathology)</font></u> pathol any small swelling or tumour."		(3)protuberância,(3)caroço	(172)fixo,(164)pedaço,(186)caroço	nódulo,protuberância,caroço,pedaço		pedaço,caroço,grumo,nódulo	<b>lump</b>  <b>1.</b> caroço <b>2.</b> inchaço <b>3.</b> torrão  <b> with</b> <b>together</b> unir																																		[sound:8001-9000/howjsay/8001-9000-howjsay-lump.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-lump.mp3]				(lʌmp)	lʌmp						"<span class=""ipa dipa"">lʌmp</span>"																	
harass	<u><b>to harass</b></u>:assediar,atormentar,acossar,abusar.	1. to continue to annoy or upset someone over a period of time.			(3)molestar	(160)assediar	molestar,atormentar,assediar		acossar,atormentar	<b>harass</b>  <b>1.</b> perseguir <b>2.</b> atacar																																		[sound:8001-9000/howjsay/8001-9000-howjsay-harass.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-harass.mp3]				(həˈræs, ˈhær əs)	ˈhærəs																							
gloat	<u><b>to gloat</b></u>:exultar.	1. to feel or express great pleasure or satisfaction because of your own success or good luck, or someone else’s failure or bad luck.			(3)regozijar,regozijar-se	(24)se gabar,(19)tripudiar,(20)me gabar,(29)se vangloriar	tripudiar,regozijar		tripudiar	<b>gloat</b>  regozijar-se																																		[sound:8001-9000/howjsay/8001-9000-howjsay-gloat.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-gloat.mp3]				(gloʊt)	gləʊt						"<span class=""ipa dipa"">ɡloʊt</span>"																	
filth	<u><b>filth</b></u>:porqueira. <u><b>filth</b></u>:lixo,sujeira,porcaria	1. thick and unpleasant dirt. <BR>2. offensive language or pictures, usually relating to sex.			(3)imundície,sujeira	(291)sujeira	imundície,sujeira		sujeira,obscenidade	<b>filth</b>  porcaria																																		[sound:8001-9000/howjsay/8001-9000-howjsay-filth.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-filth.mp3]				(fɪlθ)	fɪlθ						"<span class=""ipa dipa"">fɪlθ</span>"																	
edgy	<u><b>edgy</b></u>:nervoso,irritado,mordaz.	1. nervous.			(2)irritável,nervoso	(157)nervoso	nervoso		nervoso,inquieto,irritado																																			[sound:8001-9000/howjsay/8001-9000-howjsay-edgy.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-edgy.mp3]					ˈeʤɪ						"<span class=""ipa dipa"">ˈedʒ·i</span>"																	
donkey	<u><b>donkey</b></u>:besta,jumento,burro,asno,jegue,jumenta.	1. an animal that looks like a small horse with long ears.			(3)burro,(3)jumento,asno	(1424)burro	burro,jumento,asno		asno,burro																																			[sound:8001-9000/howjsay/8001-9000-howjsay-donkey.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-donkey.mp3]					ˈdɒŋkɪ						"<span class=""ipa dipa"">ˈdɑŋ·ki</span>"																	
coroner	<u><b>coroner</b></u>:delegado,funcionário de polícia,médico legista.	1. an official who examines the reasons for a person’s death, especially if it was violent or unexpected.			legista,(3)médico legista	(641)legista,(281)médico-legista,(424)médico legista	legista		investigador,-ora forense																																			[sound:8001-9000/howjsay/8001-9000-howjsay-coroner.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-coroner.mp3]					ˈkɒrənə						"<span class=""ipa dipa"">ˈkɔːr.<span class=""sp dsp"">ə</span>n.ɚ</span>"																	
cologne	<u><b>cologne</b></u>:colónia,colônia,água-de-colónia,água de colônia.	1. a type of perfume (= liquid with a pleasant smell, used on the skin).			colônia,(1)perfume para homens	(223)perfume	colônia		água-de-colônia																																			[sound:8001-9000/howjsay/8001-9000-howjsay-cologne.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-cologne.mp3]					kəˈləʊn						"<span class=""ipa dipa"">kəˈloʊn</span>"																	
bruise	<u><b>bruise</b></u>:contusão,hematoma. <u><b>to bruise</b></u>:machucar,contundir.	1. a dark area on your skin where you have been hurt. <BR>2. to make someone have a bruise.	"01.  To crush <font color=""#00aaff""><u>(drugs or food)</font></u> by beating or pounding.<BR>02.  To damage the surface of <font color=""#00aaff""><u>(something)</font></u>, as by a blow.<BR>04.  To pound <font color=""#00aaff""><u>(berries, for example)</font></u> into fragments; crush."		(3)equimose,(3)contusão,(3)machucado,ematoma	(118)contusão,(147)hematoma,(97)machucar,(124)nódoa negra	equimose,contusão,hematoma,machucar		contusão,contundir	<b>bruise</b>  machucado  machucar																																		[sound:8001-9000/howjsay/8001-9000-howjsay-bruise.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-bruise.mp3]				(bruz)	bruːz						"<span class=""ipa dipa"">bruz</span>"																	
betraying			"05.  To disclose <font color=""#00aaff""><u>(a secret, confidence, etc)</font></u> treacherously."		traindo,(3)trair	(355)trair	trair																																					[sound:8001-9000/howjsay/8001-9000-howjsay-betraying.mp3]						(bɪˈtreɪ)	bɪˈtreɪ																							
bailing			"01.  <font color=""#00aaff""><u>(General Engineering)</font></u> a semicircular support for a canopy.<BR>02.  <font color=""#00aaff""><u>(Law)</font></u> the person or persons so binding themselves; surety.<BR>13. 2 To dip <font color=""#00aaff""><u>(water)</font></u> out of a boat, as with a bucket.<BR>14. 2 To empty <font color=""#00aaff""><u>(a boat)</font></u> of water by bailing.<BR>16. 3 To release <font color=""#00aaff""><u>(a person)</font></u> for whom security has been paid."		fiança	(15)abandonar,(10)socorrer,(10)pagar a fiança,(12)fugir	socorrer																																					[sound:8001-9000/howjsay/8001-9000-howjsay-bailing.mp3]						(beɪl)	beɪl																							
appealing	<u><b>appealing</b></u>:interessante,atraente,atrativo.	1. attractive or interesting.			(3)atraente	(727)atraente	atraente		atraente																																			[sound:8001-9000/howjsay/8001-9000-howjsay-appealing.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-appealing.mp3]					əˈpiːl,əˈpiːlɪŋ																							
wrath	<u><b>wrath</b></u>:ira,cólera,fúria,raiva.	1. extreme anger.			ira,(3)cólera	(2724)ira	cólera		cólera																																			[sound:8001-9000/howjsay/8001-9000-howjsay-wrath.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-wrath.mp3]					rɒθ						"<span class=""ipa dipa"">rɑːθ</span>"																	
wandered					(3)passear,vagou,(3)vaguear	(62)vagou,(36)vagueou,(30)vagava,(32)entrou	passear,vaguear																																					[sound:8001-9000/howjsay/8001-9000-howjsay-wandered.mp3]							ˈwɒndə																							
waist	<u><b>waist</b></u>:cintura.	1. the part around the middle of your body where you wear a belt. <BR>2. the part of a piece of clothing that fits around the middle of your body.			cintura	(1882)cintura	cintura		cintura																																			[sound:8001-9000/howjsay/8001-9000-howjsay-waist.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-waist.mp3]					weɪst						"<span class=""ipa dipa"">weɪst</span>"																	
vain	<u><b>vain</b></u>:vão,falso,fútil,vaidoso,vaidosa. <u><b>vain</b></u>:vão.	1. too interested in your own appearance and thinking you are very attractive. <BR>2. unsuccessful or of no value. <BR>3. without any success.			(3)vão	(2938)vão	vão,vaidoso,inútil		vaidoso,inútil,em vão																																			[sound:8001-9000/howjsay/8001-9000-howjsay-vain.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-vain.mp3]					veɪn						"<span class=""ipa dipa"">veɪn</span>"																	
traps	<u><b>traps</b></u>:armadilhas.				(3)armadilha,armadilhas	(2128)armadilhas	armadilha,armadilhas																																					[sound:8001-9000/howjsay/8001-9000-howjsay-traps.mp3]							træp																							
stepfather	<u><b>stepfather</b></u>:padrasto	1. the man who has married your mother but is not your father.			padrasto	(961)padrasto	padrasto		padrasto																																			[sound:8001-9000/howjsay/8001-9000-howjsay-stepfather.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-stepfather.mp3]				(ˈstɛpˌfɑ ðər)	ˈstepfɑːðə						"<span class=""ipa dipa"">ˈstepˌfɑ·ðər</span>"																	
rye	<u><b>rye</b></u>:centeio.	1. a plant with grains that are used to make things such as bread and whisky.	"01.  <font color=""#00aaff""><u>(Brewing)</font></u> Also called."		centeio	(653)centeio	centeio		centeio	<b>rye</b>  centeio																																		[sound:8001-9000/howjsay/8001-9000-howjsay-rye.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-rye.mp3]				(raɪ)	raɪ						"<span class=""ipa dipa"">rɑɪ</span>"																	
poking					(2)empurrar,cutucando,(2)atiçar	(50)a bisbilhotar,(47)meter,(54)cutucando,(24)cutucar	cutucar																																					[sound:8001-9000/howjsay/8001-9000-howjsay-poking.mp3]							pəʊk																							
marshal	<u><b>marshal</b></u>:delegado de polícia,marechal. <u><b>to marshal</b></u>:dirigir,regular,mobilizar.				marechal	(1357)marechal	marechal																																					[sound:8001-9000/howjsay/8001-9000-howjsay-marshal.mp3]							ˈmɑːʃəl																							
hooks			"04.  To assemble or wire <font color=""#00aaff""><u>(a mechanism)</font></u>."		ganchos	(1020)ganchos																																						[sound:8001-9000/howjsay/8001-9000-howjsay-hooks.mp3]							hʊk																							
hash	<u><b>hash</b></u>:picadinho de carne com batatas,haxixe. <u><b>hash</b></u>:estouvado. <u><b>to hash</b></u>:cortar em pequenos pedaços. <u><b>to hash</b></u>:detonar.	1. a mixture of meat, potatoes, and vegetables cut into small pieces and baked or fried. <BR>2. informal for  hashish . <BR>3. the symbol # on a phone or computer keyboard.	"09.  The character <font color=""#00aaff""><u>(#)</font></u> used to precede a number."		(2)picar,cerquilha	(232)haxixe	haxixe		picadinho de carne,haxixe,cerquilha,jogo da velha																																			[sound:8001-9000/howjsay/8001-9000-howjsay-hash.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-hash.mp3]				(hæʃ)	hæʃ																							
halt	<u><b>halt</b></u>:parada. <u><b>halt</b></u>:manco. <u><b>to halt</b></u>:parar,deter,interromper,estancar.	1. the action of stopping something from moving or happening. <BR>2. to stop or make something stop.			(3)parar,(3)parada	(499)parar	parar,deter,parada		parada,alto,interrupção,parar,deter																																			[sound:8001-9000/howjsay/8001-9000-howjsay-halt.mp3]		[sound:8001-9000/cambridge/8001-9000-cambridge-eus72143.mp3]					hɔːlt						"<span class=""ipa dipa"">hɔlt</span>"																	
